"","player","pos","age","bref_team_id","g","gs","mp","fg","fga","fg.","x3p","x3pa","x3p.","x2p","x2pa","x2p.","ft","fta","ft.","orb","drb","trb","ast","stl","blk","tov","pf","pts","table_name","season","data_source","scrape_time"
"2930","Ryan Hollins","C",24,"TOT",45,3,9.9,1.1,2.1,53.2,0,0,0,1.1,2.1,53.2,1,1.6,59.7,1,1.1,2.2,0.2,0.2,0.7,0.5,1.7,3.2,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2931","Al Horford","C",22,"ATL",67,67,33.5,4.7,8.9,52.5,0,0,0,4.7,8.9,52.6,2.2,3.1,72.7,2.2,7.1,9.3,2.4,0.8,1.4,1.5,2.8,11.5,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2932","Eddie House","PG",30,"BOS",81,0,18.3,3.1,6.9,44.5,1.9,4.2,44.4,1.2,2.7,44.5,0.5,0.7,79.2,0.1,1.8,1.9,1.1,0.8,0.1,0.7,1.4,8.5,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2933","Dwight Howard","C",23,"ORL",79,79,35.7,7.1,12.4,57.2,0,0,0,7.1,12.4,57.3,6.4,10.7,59.4,4.3,9.6,13.8,1.4,1,2.9,3,3.4,20.6,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2934","Josh Howard","SF",28,"DAL",52,51,32,6.8,15.1,45.1,1.1,3.2,34.5,5.7,11.8,48,3.3,4.2,78.2,1.1,3.9,5.1,1.6,1.1,0.6,1.7,2.6,18,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2935","Juwan Howard","SF",35,"TOT",42,2,11.2,1.8,3.5,51,0,0,0,1.8,3.5,51,0.5,0.8,67.6,0.7,1.1,1.8,0.6,0.2,0.1,0.6,1.7,4.1,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2936","Larry Hughes","SF",30,"TOT",55,20,26.9,4.1,10.1,40.2,1.4,3.5,38.9,2.7,6.6,40.9,2.1,2.6,80.7,0.3,2.6,2.9,2.2,1.3,0.3,1.3,1.7,11.6,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2937","Kris Humphries","SF",23,"TOR",29,0,9.1,1.3,3.1,42.2,0,0,0,1.3,3.1,42.2,1.3,1.7,79.2,0.8,1.6,2.4,0.3,0.3,0.2,0.3,1.1,3.9,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2938","Lindsey Hunter","PG",38,"CHI",28,0,9.5,1,2.9,32.9,0.6,1.7,33.3,0.4,1.2,32.4,0.1,0.2,60,0.1,0.4,0.4,1.3,0.7,0,0.7,1,2.6,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2939","Othello Hunter","PF",22,"ATL",16,0,5.8,0.7,1.3,55,0,0,0,0.7,1.3,55,0,0.3,0,0.6,0.9,1.5,0.1,0.1,0.3,0.1,0.7,1.4,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2940","Andre Iguodala","SF",25,"PHI",82,82,39.9,6.6,14,47.3,1,3.2,30.7,5.6,10.8,52.1,4.6,6.4,72.4,1.1,4.6,5.7,5.3,1.6,0.4,2.7,1.9,18.8,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2941","Zydrunas Ilgauskas","C",33,"CLE",65,65,27.2,5.3,11.1,47.2,0.2,0.6,38.5,5,10.5,47.7,2.1,2.7,79.9,2.4,5.1,7.5,1,0.4,1.3,1.4,2.8,12.9,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2942","Didier Ilunga-Mbenga","C",28,"LAL",23,0,7.9,1.2,2.5,47.4,0,0,0,1.2,2.4,48.2,0.3,0.3,87.5,0.4,1,1.3,0.4,0.4,1,0.6,1.4,2.7,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2943","Allen Iverson","PG",33,"TOT",57,53,36.7,6.1,14.6,41.7,0.5,1.7,28.3,5.6,12.9,43.5,4.8,6.1,78.1,0.5,2.5,3,5,1.5,0.1,2.6,1.5,17.5,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2944","Royal Ivey","SG",27,"PHI",71,0,12.1,1,2.9,33.2,0.5,1.6,34.2,0.4,1.3,31.9,0.5,0.6,79.1,0.3,0.8,1.1,0.6,0.5,0.1,0.3,1.1,3,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2945","Jarrett Jack","SG",25,"IND",82,53,33.1,4.7,10.4,45.3,1,2.7,35.3,3.8,7.7,48.7,2.7,3.2,85.2,0.5,2.8,3.4,4.1,1.1,0.2,2.2,2.2,13.1,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2946","Bobby Jackson","PG",35,"SAC",71,10,20.9,2.7,6.8,39.8,0.8,2.8,30.5,1.9,4.1,46.2,1.2,1.4,85.1,0.6,2.2,2.8,2,0.9,0.1,0.9,1.4,7.5,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2947","Darnell Jackson","PF",23,"CLE",51,2,8.4,0.7,1.7,43,0,0,0,0.7,1.6,44,0.5,0.7,68.6,0.6,1.1,1.7,0.2,0.2,0.1,0.3,1.5,1.9,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2948","Stephen Jackson","SF",30,"GSW",59,59,39.6,7,16.9,41.4,1.7,5.2,33.8,5.3,11.7,44.8,5,6,82.6,1.2,3.9,5.1,6.5,1.5,0.5,3.9,2.6,20.7,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2949","Jerome James","C",33,"NYK",2,0,5,1.5,4,37.5,0,0,0,1.5,4,37.5,0,0,0,0.5,1,1.5,0,0.5,0.5,0.5,1,3,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2950","LeBron James","SF",24,"CLE",81,81,37.7,9.7,19.9,48.9,1.6,4.7,34.4,8.1,15.2,53.5,7.3,9.4,78,1.3,6.3,7.6,7.2,1.7,1.1,3,1.7,28.4,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2951","Mike James","PG",33,"TOT",61,50,27,3.2,8.4,38.3,1.1,3,37.5,2.1,5.4,38.8,1.1,1.3,82.9,0.4,1.8,2.2,3.3,0.7,0.1,1.5,1.8,8.7,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2952","Antawn Jamison","PF",32,"WAS",81,81,38.2,8.3,17.8,46.8,1.4,3.9,35.1,6.9,13.9,50.1,4.2,5.6,75.4,2.4,6.5,8.9,1.9,1.2,0.3,1.5,2.7,22.2,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2953","Marko Jaric","SG",30,"MEM",53,0,11.4,0.9,2.7,33.1,0.2,0.5,39.3,0.7,2.2,31.6,0.5,0.8,70.7,0.4,0.8,1.2,1.4,0.5,0.2,0.9,1.2,2.6,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2954","Nathan Jawai","PF",22,"TOR",6,0,3.2,0.2,0.7,25,0,0,0,0.2,0.7,25,0,0,0,0.2,0.2,0.3,0,0,0,0.3,0.5,0.3,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2955","Al Jefferson","C",24,"MIN",50,50,36.7,9.7,19.5,49.7,0,0.1,0,9.7,19.4,49.9,3.7,5,73.8,3.4,7.5,11,1.6,0.8,1.7,1.8,2.8,23.1,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2956","Dontell Jefferson","SG",25,"CHA",6,0,14,1.8,3.7,50,0.2,0.3,50,1.7,3.3,50,1,1.5,66.7,0.2,1.8,2,1.5,0.7,0.2,1,1.5,4.8,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2957","Richard Jefferson","SF",28,"MIL",82,82,35.8,6.5,14.9,43.9,1.4,3.6,39.7,5.1,11.3,45.3,5.1,6.3,80.5,0.7,3.9,4.6,2.4,0.8,0.2,2,3.1,19.6,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2958","Jared Jeffries","SF",27,"NYK",56,36,23.4,2.1,4.9,44,0,0.2,8.3,2.1,4.7,45.6,1,1.6,61.1,2.3,1.8,4.1,1.4,0.8,0.6,1.2,2.7,5.3,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2959","Yi Jianlian","PF",21,"NJN",61,52,23.3,3.1,8.2,38.2,0.8,2.3,34.3,2.3,5.9,39.7,1.6,2,77.2,1.1,4.2,5.3,1,0.5,0.6,1.1,2.6,8.6,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2960","Amir Johnson","PF",21,"DET",62,24,14.7,1.6,2.6,59.5,0,0,0,1.6,2.6,59.5,0.4,0.6,65.7,1.6,2.1,3.7,0.3,0.3,1,0.5,2.8,3.5,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2961","Anthony Johnson","PG",34,"ORL",80,12,18.5,1.9,4.8,40.4,0.7,1.7,39.1,1.3,3.1,41.1,0.8,1,75.3,0.4,1.5,1.8,2.5,0.6,0.1,1,1.4,5.3,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2962","Joe Johnson","SG",27,"ATL",79,79,39.5,7.8,18,43.7,1.9,5.2,36,6,12.7,46.8,3.8,4.6,82.6,0.8,3.6,4.4,5.8,1.1,0.2,2.5,2.2,21.4,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2963","Linton Johnson","PF",28,"TOT",10,0,5.5,0.4,1.1,36.4,0.1,0.2,50,0.3,0.9,33.3,0,0,0,0.3,0.5,0.8,0.2,0.1,0,0.2,0.7,0.9,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2964","Trey Johnson","SG",24,"CLE",4,0,3.5,0,1.3,0,0,0,0,0,1.3,0,1,1,100,0,0.3,0.3,0,0,0,0.3,1,1,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2965","Dahntay Jones","SG",28,"DEN",79,71,18.1,1.9,4.3,45.8,0.1,0.2,64.7,1.8,4,44.8,1.4,1.9,72.8,0.7,1.4,2.1,1,0.6,0.2,0.9,2.5,5.4,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2966","Damon Jones","PG",32,"MIL",18,0,6,0.6,1.9,32.4,0.6,1.6,39.3,0,0.3,0,0,0,0,0,0.3,0.3,0.4,0.2,0,0.3,0.2,1.8,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2967","Dwayne Jones","PF",25,"CHA",6,0,8.7,0.7,1.2,57.1,0,0,0,0.7,1.2,57.1,0.7,1,66.7,1,1,2,0,0,0.2,0.7,1,2,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2968","Fred Jones","SF",29,"LAC",52,21,28.8,2.5,6.1,40.7,1,2.8,36.7,1.4,3.3,44.1,1.3,1.6,81.5,0.4,2,2.4,3.6,1,0.2,1.3,2.2,7.3,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2969","James Jones","SF",28,"MIA",40,1,15.8,1.4,3.7,36.9,0.8,2.4,34.4,0.6,1.3,41.5,0.7,0.8,83.9,0.3,1.3,1.6,0.5,0.3,0.4,0.3,1.5,4.2,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2970","Solomon Jones","C",24,"ATL",63,0,10.7,1.1,1.8,60.4,0,0,50,1,1.7,60.6,0.8,1.2,71.6,0.8,1.4,2.3,0.2,0.1,0.5,0.4,2,3,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2971","DeAndre Jordan","C",20,"LAC",53,13,14.5,1.8,2.8,63.3,0,0,0,1.8,2.8,63.3,0.8,2.1,38.5,1.4,3.1,4.5,0.2,0.2,1.1,0.8,1.8,4.3,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2972","Chris Kaman","C",26,"LAC",31,24,29.7,5.2,9.8,52.8,0,0,0,5.2,9.8,52.8,1.6,2.4,68,2.4,5.5,8,1.5,0.5,1.5,2.7,3,12,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2973","Jason Kapono","SG",27,"TOR",80,12,22.9,3.3,7.6,43.2,1.2,2.9,42.8,2,4.7,43.5,0.4,0.5,81,0.3,1.7,2,1.3,0.3,0,0.9,1.8,8.2,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2974","Jason Kidd","PG",35,"DAL",81,81,35.6,3.2,7.6,41.6,1.6,4,40.6,1.6,3.6,42.7,1.1,1.3,81.9,1,5.1,6.2,8.7,2,0.5,2.3,2.1,9,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2975","Tarence Kinsey","SG",24,"CLE",50,3,5.5,0.6,1.4,44.9,0.1,0.4,38.9,0.5,1,47.1,0.7,0.8,86.8,0.2,0.6,0.8,0.2,0.2,0,0.4,0.7,2,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2976","Andrei Kirilenko","PF",27,"UTA",67,10,27.3,3.8,8.5,44.9,0.3,1.1,27.4,3.5,7.4,47.5,3.6,4.6,78.5,1.3,3.5,4.8,2.6,1.2,1.1,1.8,1.9,11.6,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2977","Linas Kleiza","SF",24,"DEN",82,7,22.2,3.5,7.9,44.7,1.1,3.3,32.6,2.5,4.6,53.3,1.8,2.5,72.5,1.1,2.9,4,0.8,0.4,0.2,1,1.9,9.9,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2978","Brevin Knight","PG",33,"UTA",74,0,12.7,0.9,2.6,34.9,0,0.1,0,0.9,2.5,36.1,0.6,0.9,75,0.2,1,1.2,2.6,0.9,0.1,0.9,1.3,2.4,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2979","Kyle Korver","SF",27,"UTA",78,2,24,3.1,7.2,43.8,1.3,3.4,38.6,1.8,3.8,48.5,1.4,1.6,88.2,0.4,2.9,3.3,1.8,0.6,0.4,1.2,2.2,9,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2980","Kosta Koufos","C",19,"UTA",48,7,11.8,2,3.9,50.8,0,0,0,2,3.9,50.8,0.8,1.1,70.6,1,1.8,2.9,0.4,0.3,0.6,0.5,1.5,4.7,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2981","Nenad Krstic","C",25,"OKC",46,29,24.8,4.2,8.8,46.9,0,0,0,4.2,8.8,46.9,1.4,1.7,79.7,1.8,3.7,5.5,0.6,0.5,1.1,1,2.5,9.7,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2982","Rob Kurz","SF",23,"GSW",40,5,11.1,1.3,3.3,38.9,0.4,1,39.5,0.9,2.3,38.7,1,1.3,80,0.8,1.2,2,0.5,0.4,0.5,0.4,2,3.9,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2983","Carl Landry","PF",25,"HOU",69,0,21.3,3.5,6.1,57.4,0,0,33.3,3.5,6,57.6,2.3,2.8,81.3,1.8,3.2,5,0.6,0.4,0.4,1,2.4,9.2,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2984","Acie Law","PG",24,"ATL",55,1,10.2,0.9,2.5,37.4,0.2,0.5,31,0.8,2,39.1,0.9,1.1,81.7,0.1,0.9,1.1,1.6,0.2,0.1,0.5,0.8,2.9,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2985","Courtney Lee","SG",23,"ORL",77,42,25.2,3.2,7,45,1.1,2.6,40.4,2.1,4.4,47.8,1,1.2,83,0.2,2.1,2.3,1.2,1,0.2,0.9,2,8.4,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2986","David Lee","C",25,"NYK",81,74,34.9,6.4,11.7,54.9,0,0,0,6.4,11.7,55.1,3.1,4.1,75.5,3.2,8.6,11.7,2.1,1,0.3,1.9,3.2,16,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2987","Rashard Lewis","PF",29,"ORL",79,79,36.2,6.1,13.8,43.9,2.8,7,39.7,3.3,6.8,48.2,2.8,3.4,83.6,1.2,4.6,5.7,2.6,1,0.6,2,2.5,17.7,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2988","Shaun Livingston","PG",23,"TOT",12,1,19.3,2.6,5,51.7,0,0,0,2.6,5,51.7,0.8,0.8,90,0.3,2.1,2.3,1.7,0.6,0.2,0.8,1,5.9,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2989","Brook Lopez","C",20,"NJN",82,75,30.5,5.5,10.3,53.1,0,0,0,5.5,10.3,53.2,2.1,2.6,79.3,2.7,5.4,8.1,1,0.5,1.8,1.8,3.1,13,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2990","Robin Lopez","C",20,"PHO",60,7,10.2,1.2,2.3,51.8,0,0,0,1.2,2.3,52.2,0.8,1.1,69.1,0.9,1.1,2,0.1,0.2,0.7,0.5,1.6,3.2,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2991","Kevin Love","C",20,"MIN",81,37,25.3,3.9,8.5,45.9,0,0.2,10.5,3.9,8.3,46.9,3.3,4.1,78.9,3.4,5.7,9.1,1,0.4,0.6,1.5,2.5,11.1,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2992","Kyle Lowry","PG",22,"TOT",77,21,21.8,2.5,5.6,43.5,0.3,1.3,25.5,2.1,4.4,48.8,2.4,2.9,80.1,0.3,2.1,2.5,3.6,0.9,0.2,1.5,1.9,7.6,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2993","Tyronn Lue","PG",31,"TOT",44,0,11.8,1.6,3.7,43.8,0.6,1.4,43.5,1,2.3,44,0.3,0.4,73.7,0.1,0.9,1,1.4,0.2,0,0.5,1.2,4.2,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2994","Mark Madsen","C",33,"MIN",19,1,6.1,0.2,0.7,21.4,0,0,0,0.2,0.7,21.4,0,0.2,0,0.5,0.4,0.9,0.2,0.1,0.1,0.2,0.9,0.3,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2995","Corey Maggette","PF",29,"GSW",51,19,31.1,5.7,12.4,46.1,0.5,1.9,25.3,5.3,10.6,49.7,6.7,8.1,82.4,1,4.6,5.5,1.8,0.9,0.2,2.4,3.8,18.6,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2996","Jamaal Magloire","C",30,"MIA",55,12,12.9,1.2,2.4,49.6,0,0,0,1.2,2.4,49.6,0.5,1.1,48.3,1.5,2.5,4,0.4,0.2,0.5,0.6,2.2,2.9,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2997","Stephon Marbury","PG",31,"BOS",23,4,18,1.7,4.8,34.2,0.3,1.1,24,1.4,3.7,37.2,0.3,0.6,46.2,0.1,1.1,1.2,3.3,0.4,0.1,1.6,1.5,3.8,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2998","Shawn Marion","SF",30,"TOT",69,68,35.8,5.5,11.4,48.5,0.1,0.8,18.9,5.4,10.7,50.6,1.7,2.1,79.6,2.6,5.9,8.5,2,1.3,1,1.5,1.9,12.9,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"2999","Sean Marks","C",33,"NOH",60,5,14,1.3,2.8,48.5,0,0.2,20,1.3,2.6,50.3,0.5,0.7,68.2,1,2.1,3.1,0.2,0.1,0.6,0.6,2,3.2,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3000","Donyell Marshall","PF",35,"PHI",25,0,7.6,1.3,2.9,45.2,1,2.2,45.5,0.3,0.7,44.4,0.1,0.2,50,0.2,1.4,1.6,0.6,0.2,0.2,0.2,1,3.8,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3001","Cartier Martin","SF",24,"CHA",33,1,8.1,0.8,2.3,36.4,0.3,1,30.3,0.5,1.3,40.9,0.6,0.8,80,0.2,0.8,1,0.4,0.2,0.1,0.3,1,2.6,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3002","Kenyon Martin","PF",31,"DEN",66,66,32,4.8,9.8,49.1,0.2,0.6,36.8,4.6,9.2,49.8,1.8,3,60.4,1.2,4.8,6,2,1.5,1.1,1.6,3,11.7,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3003","Kevin Martin","SG",25,"SAC",51,46,38.2,6.7,15.9,42,2.3,5.4,41.5,4.4,10.5,42.3,9,10.3,86.7,0.6,3,3.6,2.7,1.2,0.2,2.9,2.3,24.6,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3004","Desmond Mason","SG",31,"OKC",39,19,27.3,3.2,7.3,43.5,0,0.1,0,3.2,7.2,44,1.2,2.2,54.1,1.1,3,4,1.2,0.4,0.8,1.4,2.5,7.5,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3005","Roger Mason","SG",28,"SAS",82,71,30.4,4.3,10,42.5,2,4.8,42.1,2.2,5.2,42.8,1.3,1.4,89,0.2,2.9,3.1,2.1,0.5,0.1,1.2,2,11.8,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3006","Jason Maxiell","C",25,"DET",78,4,18.1,2.4,4.1,57.5,0,0,0,2.4,4.1,57.7,1.1,2,53.2,2.2,2,4.2,0.3,0.3,0.8,0.6,2,5.8,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3007","Sean May","PF",24,"CHA",24,12,12.5,1.6,4.1,39.8,0,0,100,1.6,4,39.2,0.6,0.8,70,0.8,2,2.9,0.4,0.2,0.2,1.1,1.3,3.9,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3008","O.J. Mayo","SG",21,"MEM",82,82,38,6.9,15.6,43.8,1.8,4.6,38.4,5.1,11,46.1,3,3.4,87.9,0.7,3.1,3.8,3.2,1.1,0.2,2.8,2.5,18.5,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3009","Luc Mbah a Moute","PF",22,"MIL",82,52,25.8,2.8,6,46.2,0,0,0,2.8,5.9,46.6,1.7,2.3,72.9,2.3,3.6,5.9,1.1,1.1,0.5,1.2,2.5,7.2,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3010","Rashad McCants","SG",24,"TOT",58,3,19,3.3,8.4,39.3,1.1,3.3,33.3,2.2,5.2,43.1,1.8,2.4,75.9,0.4,1.5,1.9,1.2,0.8,0.2,1.1,1.8,9.6,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3011","Antonio McDyess","PF",34,"DET",62,30,30.1,4.3,8.5,51,0,0,0,4.3,8.5,51,1,1.4,69.8,3,6.8,9.8,1.3,0.7,0.8,0.8,3.1,9.6,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3012","JaVale McGee","C",21,"WAS",75,14,15.2,2.5,5.2,49.4,0,0,0,2.5,5.2,49.4,1.4,2.2,66,1.6,2.3,3.9,0.3,0.4,1,0.8,2.1,6.5,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3013","Tracy McGrady","SG",29,"HOU",35,35,33.7,5.4,13.9,38.8,1.3,3.3,37.6,4.1,10.5,39.1,3.6,4.5,80.1,0.6,3.8,4.4,5,1.2,0.4,2,1.1,15.6,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3014","Dominic McGuire","SF",23,"WAS",79,57,26.2,1.8,4.1,43.2,0,0.1,50,1.7,4.1,43.1,0.9,1.3,72.5,1.4,4,5.4,2.5,0.8,0.9,1.2,1.9,4.5,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3015","Josh McRoberts","PF",21,"IND",33,0,8.5,1.1,2.5,42.2,0,0.3,0,1.1,2.2,47.9,0.3,0.4,76.9,0.8,1.5,2.2,0.5,0.4,0.5,0.4,1.2,2.4,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3016","Pops Mensah-Bonsu","PF",25,"TOT",22,0,12.9,1.8,4.7,37.9,0,0.1,0,1.8,4.6,38.6,1.5,2.2,68.8,2.5,2.6,5.1,0.3,0.4,0.2,0.9,2,5,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3017","Chris Mihm","C",29,"LAL",18,0,5.8,0.8,2.2,37.5,0,0,0,0.8,2.2,37.5,0.3,0.4,85.7,0.8,1.1,1.9,0.6,0.1,0.3,0.6,1.3,2,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3018","C.J. Miles","SG",21,"UTA",72,72,22.5,3.6,7.8,45.9,0.9,2.5,35.2,2.7,5.3,50.9,1.1,1.2,87.6,0.6,1.7,2.3,1.5,0.6,0.2,0.9,2.6,9.1,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3019","Darius Miles","SF",27,"MEM",34,0,8.8,1.4,2.9,48.5,0,0.2,16.7,1.4,2.7,50.5,0.7,0.9,74.2,0.6,1.1,1.7,0.5,0.3,0.6,0.6,0.9,3.5,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3020","Darko Milicic","C",23,"MEM",61,15,17,2.2,4.4,51.5,0,0,0,2.2,4.4,51.5,1,1.7,56.2,1.4,3,4.3,0.6,0.4,0.8,0.8,2.2,5.5,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3021","Andre Miller","PG",32,"PHI",82,82,36.3,6,12.7,47.3,0.2,0.6,28.3,5.8,12,48.3,4.1,5,82.6,1.5,3,4.5,6.5,1.3,0.2,2.4,2.4,16.3,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3022","Brad Miller","C",32,"TOT",70,43,30,4.2,8.8,47.6,0.3,0.8,41.1,3.8,8,48.2,3.2,3.9,82.4,2.1,5.6,7.8,3.3,0.7,0.5,1.9,3.2,11.9,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3023","Mike Miller","SF",28,"MIN",73,47,32.3,3.6,7.5,48.2,1.2,3.1,37.8,2.5,4.4,55.4,1.5,2,73.2,1,5.6,6.6,4.5,0.4,0.4,2,1.9,9.9,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3024","Paul Millsap","PF",23,"UTA",76,38,30.1,5.3,9.9,53.4,0,0.1,0,5.3,9.8,53.7,3,4.3,69.9,3.3,5.3,8.6,1.8,1,1,1.7,3.8,13.5,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
"3025","Yao Ming","C",28,"HOU",77,77,33.6,7.4,13.4,54.8,0,0,100,7.3,13.4,54.8,4.9,5.7,86.6,2.6,7.2,9.9,1.8,0.4,1.9,3,3.3,19.7,"player_per_game_total","2008-2009","Basketball-Reference",2014-11-26 10:35:39
